-0.405623,-0.704316,0.724897,-0.126258,-0.971220,0.091114,-0.326097,0.339214,-0.104927,0.146041,
-0.772456,-0.435968,0.760365,-0.208545,-0.434206,0.547209,-0.673357,-0.870142,-0.026284,-0.989476,
-0.468226,-0.166070,-0.404537,-0.702603,-0.034352,-0.559842,0.078693,0.733740,0.701978,-0.753934,
0.514831,-0.714095,0.200936,0.506784,0.575948,-0.411493,0.642184,-0.547427,0.949357,0.559787,
0.866453,-0.427712,0.076184,0.624369,0.865178,-0.579338,0.437247,-0.721400,0.577732,0.645294,
-0.470067,-0.185694,0.603736,-0.255255,-0.439512,0.371139,-0.096735,0.592087,-0.482099,-0.369751,
0.627534,0.817063,-0.197376,0.015231,-0.190381,-0.725293,-0.513597,-0.933330,0.425144,-0.231573,
-0.433784,0.736230,-0.211621,0.182351,-0.189587,-0.392455,-0.777485,-0.446799,-0.648136,-0.594021,
0.094479,0.161740,0.356494,-0.200204,0.614407,0.866185,-0.410456,-0.801621,0.285814,0.196694,
0.667984,-0.036505,-0.663862,-0.491026,0.843537,-0.888124,-0.283384,0.740041,0.249274,-0.314345,
0.631730,0.105269,-0.775088,-0.426715,0.967078,-0.429178,-0.090884,-0.545755,-0.608130,-0.790255,
0.014234,-0.901467,0.471724,-0.680113,-0.402570,-0.623043,-0.568823,0.772378,-0.533463,0.737705,
0.034190,0.634088,0.283321,-0.003122,-0.577150,0.910258,0.184609,0.702370,0.313188,0.549205,
0.484796,-0.518108,0.163349,-0.179399,0.800248,0.714651,-0.413251,-0.212327,0.954120,-0.482840,
-0.227192,0.177778,-0.777479,-0.323774,-0.697246,-0.366326,-0.212521,-0.905812,-0.139938,0.153538,
0.323527,0.374720,-0.275054,-0.966468,-0.252209,0.551170,-0.565024,-0.584033,-0.472064,0.542617,
-0.675270,-0.408544,-0.019734,-0.506949,0.066359,0.546263,-0.691003,0.226064,0.922113,0.303234,
0.667542,0.604620,-0.718955,0.139404,0.995158,0.625745,-0.945607,0.445635,0.937735,0.262538,
-0.174263,0.585876,-0.906807,-0.427072,0.260042,0.439299,-0.373928,-0.689749,0.639709,0.067454,
-0.615583,0.063481,0.539570,-0.172051,0.599113,0.619861,-0.398337,0.516712,0.040109,0.680481,
-0.108557,0.382636,-0.180421,0.255311,-0.705247,-0.847730,-0.436939,-0.937122,-0.516325,-0.223912,
0.868400,0.545963,-0.995520,-0.619155,-0.065947,0.371713,0.233108,0.231869,0.007897,-0.181201,
0.421348,0.379112,0.261782,0.523166,0.459062,0.248579,-0.263126,-0.712540,-0.157105,-0.842155,
0.898563,-0.568801,0.300902,0.091156,-0.372822,0.259954,-0.897978,-0.097706,-0.325831,-0.855314,
-0.213116,0.828980,0.912707,-0.874732,-0.119190,-0.230186,0.725537,0.261353,-0.036138,0.098021,
0.299473,0.226798,-0.424559,-0.758193,-0.341539,-0.429340,-0.611720,0.197207,-0.354784,-0.031108,
-0.312605,0.981832,-0.531686,-0.731983,-0.777060,-0.275899,-0.297710,0.597663,0.151420,-0.576592,
0.793544,-0.289248,0.001775,-0.685703,-0.666348,0.136431,0.457032,0.623904,0.332795,0.808744,
-0.831479,-0.806883,0.874108,0.332116,0.007062,0.749858,-0.764629,-0.916972,-0.995263,0.958889,
0.984509,-0.936261,0.076753,-0.915937,-0.166687,0.080540,-0.116362,-0.191949,-0.000751,-0.087241,
-0.384063,-0.906296,0.040873,-0.759154,-0.251652,0.451298,0.913375,0.020952,-0.506692,0.825840,
0.728298,-0.634952,0.933669,-0.033834,0.398787,-0.769124,-0.845477,-0.769701,-0.914410,0.589401,
-0.425201,-0.160965,0.946037,0.413178,0.595186,-0.285108,-0.000503,0.499087,0.266857,-0.539855,
0.834102,-0.246041,-0.866911,0.224489,0.373401,-0.941875,0.240476,0.560919,-0.203566,0.024192,
0.276958,-0.038303,0.553585,-0.974838,0.018490,-0.201030,-0.462548,0.190049,-0.136742,0.588470,
-0.305202,0.587922,-0.497014,-0.293444,0.545488,0.923712,-0.693259,-0.256128,0.694235,0.936912,
-0.897778,-0.259338,-0.632906,0.891186,-0.993462,-0.622944,-0.522900,-0.964448,-0.737471,0.698272,
-0.797266,0.622588,-0.418778,-0.051660,0.866982,-0.115930,-0.155418,-0.598825,-0.926582,-0.050918,
0.669460,-0.986764,0.721507,0.956762,0.302032,0.671670,-0.139555,-0.309713,0.373472,-0.708177,
-0.680316,0.122454,-0.505935,0.493451,-0.267825,-0.022791,0.414786,0.365330,0.059503,0.475076,
0.222659,0.823550,-0.906471,0.686593,-0.818223,-0.926771,-0.306390,-0.923896,0.926832,-0.164722,
0.047967,-0.295716,0.100478,0.904678,0.690077,-0.304612,-0.134046,0.759200,-0.421477,-0.895715,
0.331888,0.887563,0.283173,0.386512,-0.507651,-0.605258,0.757730,0.043700,0.619098,-0.207750,
0.853336,0.196465,-0.215937,0.797637,-0.212855,-0.722348,0.043735,0.016853,0.116968,0.546449,
-0.605591,0.395458,-0.780291,-0.506726,0.254279,-0.592592,-0.827012,0.152413,0.190204,-0.170839,
0.080435,0.784554,0.330216,-0.090177,0.559502,-0.468354,-0.101791,-0.405179,-0.361266,0.991619,
-0.226223,-0.795534,0.748523,0.145129,-0.406508,-0.361586,0.057812,-0.839574,0.434113,0.555901,
-0.186877,0.114462,0.985016,0.941977,0.960698,-0.193090,-0.551293,0.592171,0.527162,-0.298042,
-0.691586,-0.731351,-0.081725,-0.857715,0.558553,-0.605788,-0.596277,0.144589,0.076542,-0.015123,
0.448017,0.067674,-0.638942,0.357272,0.269440,-0.054138,-0.217926,-0.383527,0.306272,-0.665302,
0.968979,0.479806,0.736160,-0.961181,0.231312,-0.085666,-0.770098,-0.850663,0.310282,0.901538,
-0.509928,0.650803,0.759336,0.288598,-0.528867,0.336576,0.628751,0.882789,0.848271,-0.490449,
0.817589,-0.202893,-0.319700,0.937332,-0.270479,0.771430,-0.692192,-0.290537,0.324849,-0.881737,
-0.980695,-0.845975,0.306184,-0.470886,0.763629,0.220173,-0.636242,-0.843163,-0.214369,0.781661,
-0.121625,0.399092,-0.619307,0.962249,-0.057888,-0.480435,-0.135941,0.147798,0.530410,0.941314,
0.076088,0.463152,0.060099,0.555925,0.521968,-0.509733,0.461535,-0.093350,-0.022107,-0.101413,
-0.581110,0.435849,0.266576,-0.419357,-0.025913,-0.597671,-0.552700,-0.521579,-0.066993,-0.740528,
-0.593186,0.669050,0.189785,0.715149,-0.444546,0.393637,-0.503472,0.316978,-0.789978,-0.872600,
0.491424,0.408540,0.129247,-0.959968,-0.718176,0.856899,0.380868,0.947777,0.966287,-0.628208,
-0.936067,-0.544363,0.125925,-0.136468,-0.573390,0.746138,0.338712,-0.962894,0.319624,0.470042,
0.112175,-0.729344,0.949083,0.640048,-0.842825,0.225260,0.932599,0.248572,0.202244,0.306276,
