0.142774,0.868671,0.056605,0.412398,0.302269,0.673415,-0.130958,-0.064619,0.308332,0.890499,
-0.519681,0.169999,0.565735,-0.027889,-0.340416,-0.527796,0.093428,-0.216256,0.732325,0.395197,
-0.894637,-0.632698,-0.847917,-0.106092,-0.497664,-0.586006,-0.973369,-0.853324,-0.776803,-0.261432,
0.056129,0.977299,-0.369796,-0.028550,0.580200,0.533891,-0.680308,0.341284,0.583565,0.766581,
0.066454,0.015195,-0.940379,-0.958482,0.985411,0.787715,-0.660513,-0.523735,-0.776775,-0.365234,
-0.468999,0.780391,-0.650651,0.146232,0.021166,-0.316506,0.411912,0.105868,0.373282,0.821741,
0.339033,0.955322,0.584506,0.283763,-0.464364,0.724298,-0.372846,0.835512,-0.840740,0.557986,
-0.428974,-0.030811,0.053696,-0.910830,0.799880,0.651372,-0.493150,-0.428185,0.581954,0.768530,
0.355320,-0.127389,0.637380,0.193095,0.892857,-0.974533,-0.084434,0.777933,0.124460,-0.134683,
-0.960751,0.180489,0.755572,0.439397,-0.942081,-0.482988,0.676241,-0.853901,-0.247445,0.711538,
-0.388591,0.235821,-0.001822,0.678515,0.147690,0.127869,-0.802244,0.630059,0.340763,0.284540,
-0.595689,0.483292,0.984554,-0.889239,0.684444,0.665534,-0.597592,-0.586499,-0.112086,-0.013747,
-0.020205,-0.877624,0.281327,-0.029070,-0.328822,-0.830353,0.492961,-0.335770,0.878396,-0.032705,
-0.455028,-0.100957,-0.009659,0.333983,0.194871,0.064022,0.280618,0.115221,-0.028524,0.231418,
-0.522770,0.553762,0.078577,-0.225549,0.116524,-0.684121,0.726835,-0.997484,0.591171,0.597830,
0.832029,-0.285963,-0.549854,0.735717,0.959188,-0.287407,-0.623442,0.856296,-0.213093,-0.802657,
-0.379018,0.479760,-0.421979,-0.685506,0.678262,-0.065028,0.885872,0.090911,-0.212118,-0.835604,
-0.957830,0.245698,0.857655,0.126930,0.532702,-0.718399,0.924561,-0.719093,-0.540388,-0.365065,
-0.752440,0.802344,-0.791994,0.303250,0.741514,0.104486,-0.629906,-0.608955,-0.038644,0.546118,
0.466601,0.865037,0.183834,0.468111,-0.454622,-0.291432,0.480934,-0.369294,0.464126,-0.393133,
-0.444678,0.818021,-0.314807,-0.093894,0.163240,0.533324,0.543934,-0.312527,-0.606511,-0.317146,
0.385632,-0.492522,0.322016,-0.629797,0.395365,-0.702214,-0.384429,0.795008,0.586267,0.858635,
-0.433793,-0.886577,-0.872580,0.375894,0.046279,-0.928156,-0.394968,-0.578939,0.198313,-0.410685,
-0.809562,-0.871412,-0.062932,0.192129,-0.033435,0.255654,-0.434418,-0.533515,0.811762,0.204677,
0.832310,0.567893,-0.636327,-0.517232,0.060765,0.775856,-0.112449,-0.473156,-0.890810,0.122138,
-0.722935,-0.657108,-0.831461,0.195830,0.502967,-0.504922,0.499726,0.955379,0.917280,-0.264174,
-0.962268,0.429066,-0.972734,0.137673,0.577492,0.474926,0.331805,0.328826,-0.195723,0.020637,
0.313068,0.998931,-0.414146,0.514943,0.642569,-0.319168,-0.485969,-0.971163,0.686954,0.914372,
0.467890,-0.032623,0.754529,0.246319,0.567239,0.517857,-0.876324,0.506838,-0.701497,0.687291,
-0.785730,0.288212,0.376364,0.907186,0.999584,-0.917621,-0.516248,-0.457725,0.607527,-0.716909,
0.662817,-0.110847,-0.275563,-0.383618,0.685711,-0.079652,0.986707,-0.808976,0.504425,-0.871042,
-0.542465,-0.020829,0.871125,-0.838200,-0.552946,-0.752551,-0.429272,-0.417269,-0.734629,0.511209,
-0.008665,0.923812,0.582804,-0.598713,-0.851516,0.181063,0.924168,-0.805639,-0.097715,0.835037,
0.368310,0.893321,-0.722803,-0.385393,-0.080019,0.902619,-0.647135,0.903842,-0.545748,0.884701,
-0.319490,0.781751,-0.145823,-0.472497,0.266794,-0.224107,-0.069660,-0.355595,0.702298,0.655869,
0.067235,-0.185527,-0.949144,-0.856356,0.607592,-0.824559,0.919872,0.277813,0.707057,0.807363,
-0.890218,-0.608504,0.123371,0.902227,0.450051,0.101737,-0.948748,0.565947,0.657979,0.387017,
-0.588796,-0.436656,0.009731,0.093213,-0.407177,-0.194929,0.487813,0.932500,0.796686,-0.098490,
-0.849829,-0.911174,-0.436981,0.844747,-0.765633,-0.029792,0.322432,0.970647,-0.301547,-0.674838,
0.637247,0.659021,-0.223665,0.925871,-0.306969,-0.235040,-0.060808,0.018760,0.454978,-0.386345,
0.625436,0.928171,-0.945777,0.796226,-0.738255,-0.761513,0.591502,-0.210814,0.742017,0.155142,
-0.012520,0.464794,0.595167,0.966106,0.884204,0.001919,-0.412226,-0.086355,-0.143517,-0.960986,
0.837244,0.595897,0.116193,0.658045,-0.828636,-0.035078,-0.877066,-0.335953,0.154360,-0.981796,
-0.062232,0.251782,-0.658274,0.294728,0.885039,-0.172796,0.016686,-0.055780,-0.009197,-0.839601,
-0.554888,-0.089933,-0.878169,-0.361041,-0.108692,-0.964179,-0.462969,0.205833,0.776592,-0.544708,
0.418768,-0.652889,-0.850477,-0.060981,0.290573,-0.757013,-0.333170,0.270169,0.309790,-0.180600,
0.752719,0.283280,0.816817,-0.967473,0.017291,-0.962166,0.669283,-0.326767,0.435744,-0.201427,
0.452236,-0.041346,-0.834439,0.422407,0.916844,0.480043,0.670686,0.847609,0.700313,-0.445878,
0.121820,0.503690,0.262906,0.974372,-0.706576,-0.482950,0.998517,-0.174169,0.453299,-0.806233,
-0.923676,-0.869106,0.507724,-0.505941,-0.661825,-0.110901,0.562278,0.494295,-0.390484,0.637975,
