-1.000000, -0.761594
-0.990000, -0.757362
-0.980000, -0.753066
-0.970000, -0.748704
-0.960000, -0.744277
-0.950000, -0.739783
-0.940000, -0.735222
-0.930000, -0.730594
-0.920000, -0.725897
-0.910000, -0.721132
-0.900000, -0.716298
-0.890000, -0.711394
-0.880000, -0.706419
-0.870000, -0.701374
-0.860000, -0.696258
-0.850000, -0.691070
-0.840000, -0.685809
-0.830000, -0.680476
-0.820000, -0.675070
-0.810000, -0.669590
-0.800000, -0.664037
-0.790000, -0.658409
-0.780000, -0.652707
-0.770000, -0.646930
-0.760000, -0.641077
-0.750000, -0.635149
-0.740000, -0.629145
-0.730000, -0.623066
-0.720000, -0.616909
-0.710000, -0.610677
-0.700000, -0.604368
-0.690000, -0.597982
-0.680000, -0.591520
-0.670000, -0.584980
-0.660000, -0.578364
-0.650000, -0.571670
-0.640000, -0.564900
-0.630000, -0.558052
-0.620000, -0.551128
-0.610000, -0.544127
-0.600000, -0.537050
-0.590000, -0.529896
-0.580000, -0.522666
-0.570000, -0.515360
-0.560000, -0.507978
-0.550000, -0.500521
-0.540000, -0.492988
-0.530000, -0.485381
-0.520000, -0.477700
-0.510000, -0.469946
-0.500000, -0.462118
-0.490000, -0.454217
-0.480000, -0.446244
-0.470001, -0.438200
-0.460001, -0.430085
-0.450001, -0.421899
-0.440001, -0.413645
-0.430001, -0.405322
-0.420001, -0.396931
-0.410001, -0.388473
-0.400001, -0.379949
-0.390001, -0.371361
-0.380001, -0.362708
-0.370001, -0.353992
-0.360001, -0.345215
-0.350001, -0.336376
-0.340001, -0.327478
-0.330001, -0.318521
-0.320001, -0.309508
-0.310001, -0.300438
-0.300001, -0.291313
-0.290001, -0.282135
-0.280001, -0.272906
-0.270001, -0.263625
-0.260001, -0.254296
-0.250001, -0.244919
-0.240001, -0.235496
-0.230001, -0.226029
-0.220001, -0.216519
-0.210001, -0.206967
-0.200001, -0.197376
-0.190001, -0.187747
-0.180001, -0.178082
-0.170001, -0.168382
-0.160001, -0.158649
-0.150001, -0.148886
-0.140001, -0.139093
-0.130001, -0.129273
-0.120001, -0.119428
-0.110001, -0.109559
-0.100001, -0.099669
-0.090001, -0.089758
-0.080001, -0.079830
-0.070001, -0.069887
-0.060001, -0.059929
-0.050001, -0.049959
-0.040001, -0.039979
-0.030001, -0.029992
-0.020001, -0.019998
-0.010001, -0.010000
-0.000001, -0.000001
0.009999, 0.009999
0.019999, 0.019997
0.029999, 0.029990
0.039999, 0.039978
0.049999, 0.049958
0.059999, 0.059927
0.069999, 0.069885
0.079999, 0.079829
0.089999, 0.089757
0.099999, 0.099667
0.109999, 0.109558
0.119999, 0.119427
0.129999, 0.129272
0.139999, 0.139092
0.149999, 0.148884
0.159999, 0.158648
0.169999, 0.168380
0.179999, 0.178080
0.189999, 0.187746
0.199999, 0.197375
0.209999, 0.206966
0.219999, 0.216517
0.229999, 0.226028
0.239999, 0.235495
0.249999, 0.244918
0.259999, 0.254295
0.269999, 0.263624
0.279999, 0.272905
0.289999, 0.282134
0.299999, 0.291312
0.309999, 0.300437
0.319999, 0.309506
0.329999, 0.318520
0.339999, 0.327477
0.349999, 0.336375
0.359999, 0.345213
0.369999, 0.353991
0.379999, 0.362707
0.389999, 0.371360
0.399999, 0.379948
0.409999, 0.388472
0.419999, 0.396930
0.429999, 0.405321
0.439999, 0.413644
0.449999, 0.421898
0.459999, 0.430084
0.469999, 0.438199
0.479999, 0.446243
0.489999, 0.454216
0.499999, 0.462117
0.509999, 0.469945
0.519999, 0.477699
0.529999, 0.485380
0.539999, 0.492987
0.549999, 0.500520
0.559999, 0.507977
0.569999, 0.515359
0.579999, 0.522665
0.589999, 0.529895
0.599999, 0.537049
0.609999, 0.544126
0.619999, 0.551127
0.629999, 0.558052
0.639999, 0.564899
0.649999, 0.571669
0.659999, 0.578363
0.669999, 0.584979
0.679999, 0.591519
0.689999, 0.597981
0.699999, 0.604367
0.709999, 0.610676
0.719999, 0.616909
0.729999, 0.623065
0.739999, 0.629145
0.749999, 0.635148
0.759999, 0.641076
0.769999, 0.646929
0.779999, 0.652706
0.789999, 0.658408
0.799999, 0.664036
0.809999, 0.669590
0.819999, 0.675069
0.829999, 0.680475
0.839999, 0.685808
0.849999, 0.691069
0.859999, 0.696257
0.869999, 0.701374
0.879999, 0.706419
0.889999, 0.711393
0.899999, 0.716297
0.909999, 0.721132
0.919999, 0.725897
0.929999, 0.730593
0.939999, 0.735222
0.949999, 0.739782
0.959999, 0.744276
0.969999, 0.748704
0.979999, 0.753065
0.989999, 0.757362
0.999999, 0.761594
