0.002730	-0.000446
0.002214	-0.000362
0.001909	-0.000312
0.002022	-0.000331
0.001966	-0.000321
0.002094	-0.000342
0.002283	-0.000373
0.002315	-0.000378
0.002306	-0.000377
0.002332	-0.000381
0.002213	-0.000362
0.002194	-0.000359
0.002063	-0.000337
0.001934	-0.000316
0.001934	-0.000316
0.001961	-0.000321
0.001974	-0.000323
0.001865	-0.000305
0.001807	-0.000296
0.001843	-0.000301
0.001970	-0.000322
0.002190	-0.000358
0.002204	-0.000360
0.002533	-0.000414
0.002865	-0.000468
0.003174	-0.000519
0.003489	-0.000571
0.003605	-0.000590
0.003352	-0.000548
0.003576	-0.000585
0.003470	-0.000567
0.003264	-0.000534
0.003116	-0.000510
0.002791	-0.000456
0.002690	-0.000440
0.002724	-0.000445
0.002759	-0.000451
0.002799	-0.000458
0.003163	-0.000517
0.003191	-0.000522
0.003274	-0.000535
0.003039	-0.000497
0.002576	-0.000421
0.002476	-0.000405
0.002395	-0.000392
0.002395	-0.000392
0.002523	-0.000413
0.002647	-0.000433
0.002538	-0.000415
0.002159	-0.000353
0.002222	-0.000363
0.002476	-0.000405
0.002368	-0.000387
0.002117	-0.000346
0.001979	-0.000324
0.002060	-0.000337
0.002279	-0.000373
0.002653	-0.000434
0.002771	-0.000453
0.002496	-0.000408
0.002378	-0.000389
0.002152	-0.000352
0.002288	-0.000374
0.002504	-0.000409
0.002738	-0.000448
0.003049	-0.000499
0.003218	-0.000526
0.003135	-0.000513
0.002767	-0.000452
0.002691	-0.000440
0.002683	-0.000439
0.002737	-0.000448
0.002422	-0.000396
0.002223	-0.000363
0.002069	-0.000338
0.002100	-0.000343
0.002599	-0.000425
0.002578	-0.000422
0.002459	-0.000402
0.002579	-0.000422
0.002528	-0.000413
0.002491	-0.000407
0.002433	-0.000398
0.002442	-0.000399
0.002402	-0.000393
0.002336	-0.000382
0.002427	-0.000397
0.002300	-0.000376
0.001923	-0.000314
0.001956	-0.000320
0.001966	-0.000321
0.001948	-0.000319
0.002037	-0.000333
0.002030	-0.000332
0.002038	-0.000333
0.002192	-0.000358
0.002486	-0.000406
0.002786	-0.000456
0.002970	-0.000486
0.002862	-0.000468
0.002978	-0.000487
0.003034	-0.000496
0.002952	-0.000483
0.003052	-0.000499
0.003025	-0.000495
0.003037	-0.000497
0.002934	-0.000480
0.003027	-0.000495
0.002837	-0.000464
0.002706	-0.000442
0.002972	-0.000486
0.003404	-0.000557
0.003378	-0.000552
0.003772	-0.000617
0.004062	-0.000664
0.004406	-0.000720
0.004400	-0.000720
0.004482	-0.000733
0.004513	-0.000738
0.004444	-0.000727
0.004327	-0.000708
0.004100	-0.000670
0.004204	-0.000687
0.004224	-0.000691
0.004197	-0.000686
0.003862	-0.000632
0.004008	-0.000655
0.003741	-0.000612
0.003689	-0.000603
0.003633	-0.000594
0.003579	-0.000585
0.003552	-0.000581
0.003693	-0.000604
0.003574	-0.000584
0.003686	-0.000603
0.003862	-0.000631
0.003754	-0.000614
0.003872	-0.000633
0.003873	-0.000633
0.003832	-0.000627
0.003662	-0.000599
0.003391	-0.000554
0.003446	-0.000563
0.003407	-0.000557
0.003317	-0.000542
0.003469	-0.000567
0.003147	-0.000515
0.002962	-0.000484
0.002858	-0.000467
0.002696	-0.000441
0.003032	-0.000496
0.002484	-0.000406
0.001935	-0.000316
0.002170	-0.000355
0.002065	-0.000338
0.001989	-0.000325
0.001767	-0.000289
0.001335	-0.000218
0.001675	-0.000274
0.002042	-0.000334
0.001961	-0.000321
0.001692	-0.000277
0.001746	-0.000285
0.001777	-0.000291
0.001993	-0.000326
0.002455	-0.000401
0.002631	-0.000430
0.002708	-0.000443
0.002537	-0.000415
0.002481	-0.000406
0.002625	-0.000429
0.002638	-0.000431
0.002507	-0.000410
0.002366	-0.000387
0.002614	-0.000427
0.002378	-0.000389
0.002214	-0.000362
0.002123	-0.000347
0.002159	-0.000353
0.002169	-0.000355
0.002511	-0.000411
0.002809	-0.000459
0.002455	-0.000401
0.002370	-0.000388
0.002612	-0.000427
0.002566	-0.000420
0.002815	-0.000460
0.002724	-0.000445
0.002798	-0.000458
0.002708	-0.000443
0.002644	-0.000432
0.002620	-0.000428
0.002680	-0.000438
0.002979	-0.000487
0.002826	-0.000462
0.003007	-0.000492
0.003091	-0.000505
